Transaction ID,Customer ID,Date,Total Items,Unique Items,Total Sales,Discounted Sales,Browsing Duration (minutes),Number of Clicks,Incomplete Transaction
TRID_35863,CID_8199,2020-02-03,7,3,23.84,7.29,7.64,14,0
TRID_58650,CID_9681,2020-03-19,10,3,12.72,6.6,6.55,13,1
TRID_5236,CID_10702,2020-02-21,3,2,5.92,4.86,3.97,7,1
TRID_13635,CID_7000,2020-03-01,3,3,9.92,7.41,8.98,17,1
TRID_88842,CID_6827,2020-01-24,4,3,11.6,6.4,5.17,10,1
TRID_64545,CID_7338,2020-03-08,7,3,10.4,6.01,3.99,8,0
TRID_65052,CID_7672,2020-03-04,9,5,30.88,10.39,9.54,19,1
TRID_83601,CID_7633,2020-02-19,9,4,13.2,8.46,9.74,17,1
TRID_95099,CID_14583,2020-02-11,7,2,6.16,4.4,3.74,7,0
TRID_91891,CID_13640,2020-01-08,7,4,19.44,9.17,5.48,12,0
TRID_53378,CID_11027,2020-03-07,5,4,11.04,8.39,4.17,8,1
TRID_60166,CID_9502,2020-02-04,7,4,12.72,8.41,1.48,5,0
TRID_32189,CID_6060,2020-01-10,3,3,13.6,6.09,7.42,14,1
TRID_56427,CID_6928,2020-02-26,5,4,21.6,9.29,2.72,7,0
TRID_14205,CID_11370,2020-01-24,7,4,9.84,8.82,2.75,6,1
TRID_81387,CID_8950,2020-01-27,3,3,19.2,6.19,4.74,11,0
TRID_89567,CID_9669,2020-03-06,7,3,14.96,6.97,7.18,14,0
TRID_13942,CID_9292,2020-03-06,5,3,15.76,7.63,7.63,14,0
TRID_72136,CID_11548,2020-01-29,5,4,17.84,8.07,7.56,14,0
TRID_8174,CID_13608,2020-03-21,2,2,9.6,4.12,3.91,9,0
TRID_74318,CID_13563,2020-02-15,1,1,4.16,3.23,5.27,11,0
TRID_51903,CID_12241,2020-03-06,6,5,14.4,10.12,4.27,9,0
TRID_25682,CID_12927,2020-02-05,9,3,14.24,6.08,3.13,7,0
TRID_73456,CID_6332,2020-01-24,3,3,10.64,7.74,9.17,18,1
TRID_57343,CID_14650,2020-01-13,10,3,14.8,7.19,6.23,13,1
TRID_28576,CID_10145,2020-02-07,3,1,7.2,3.69,5.1,10,0
TRID_39774,CID_12238,2020-01-14,12,4,13.68,8.34,4.89,10,1
TRID_70991,CID_13649,2020-01-09,3,3,12.48,7.64,5.25,10,0
TRID_27517,CID_13194,2020-01-17,6,3,12.56,7.29,6.16,13,0
TRID_29592,CID_7234,2020-01-29,8,2,10.64,5.68,3.41,7,0
TRID_37140,CID_14654,2020-03-13,6,3,18.24,6.5,3.16,6,0
TRID_92071,CID_11180,2020-02-10,4,3,10.32,7.88,6.65,12,0
TRID_99706,CID_13859,2020-02-28,8,2,5.68,5.01,7.41,15,1
TRID_82410,CID_8194,2020-03-03,9,2,8.88,5.74,5.29,10,1
TRID_1685,CID_7345,2020-01-17,7,3,11.68,6.18,8.46,17,0
TRID_11036,CID_5989,2020-02-21,7,3,11.2,7.24,7.6,15,0
TRID_98913,CID_10093,2020-01-22,6,4,10.08,9.62,11.32,20,0
TRID_7507,CID_14487,2020-01-12,6,3,12.88,6.81,3.86,9,0
TRID_72741,CID_12059,2020-01-05,6,4,10.96,8.91,8.22,17,0
TRID_37536,CID_5896,2020-01-07,3,3,8.8,6.47,4.41,11,1
TRID_37423,CID_7698,2020-03-04,6,4,10.08,9.08,5.29,10,0
TRID_99145,CID_11560,2020-02-06,9,4,21.36,8.56,8.31,17,0
TRID_33055,CID_13368,2020-03-26,5,5,11.6,10.11,5.6,11,0
TRID_92136,CID_7808,2020-01-27,6,3,35.12,6.45,5.04,10,1
TRID_79159,CID_6701,2020-03-13,4,4,12.4,8.83,5.52,12,0
TRID_63538,CID_8303,2020-01-17,7,2,7.04,4.31,6.22,13,0
TRID_26339,CID_10422,2020-03-17,2,2,10.8,4.16,7.51,16,1
TRID_48951,CID_7359,2020-02-03,7,2,9.92,5.36,4.67,10,0
TRID_56755,CID_13840,2020-02-16,6,3,8.0,7.7,4.02,8,1
TRID_79188,CID_12926,2020-03-03,5,2,12.64,5.9,7.24,14,0
TRID_53624,CID_14565,2020-01-09,5,3,14.64,6.11,4.59,10,0
TRID_35453,CID_6955,2020-01-21,4,3,15.04,6.97,4.62,10,0
TRID_18388,CID_9647,2020-03-19,3,3,12.32,7.24,4.28,10,1
TRID_96232,CID_13049,2020-02-20,6,1,7.6,3.72,3.25,9,0
TRID_94625,CID_5420,2020-01-12,7,3,9.6,6.19,4.51,9,0
TRID_11632,CID_9170,2020-03-11,7,1,25.2,3.71,6.3,13,1
TRID_7072,CID_6383,2020-02-17,4,3,13.36,6.72,6.14,13,0
TRID_1867,CID_10762,2020-03-18,6,4,22.24,9.85,4.91,10,0
TRID_50131,CID_5217,2020-02-21,2,0,25.36,1.89,2.98,7,1
TRID_49250,CID_6459,2020-02-22,2,2,11.12,5.14,7.38,14,1
TRID_2551,CID_10955,2020-02-09,2,2,20.0,5.67,4.43,12,0
TRID_51281,CID_6326,2020-03-13,5,3,12.0,6.89,4.09,8,1
TRID_56306,CID_7120,2020-02-17,5,4,37.68,8.82,6.12,14,1
TRID_47975,CID_11955,2020-02-13,10,4,9.12,8.52,4.81,10,1
TRID_9719,CID_11125,2020-02-27,9,3,7.04,6.34,8.4,18,1
TRID_81900,CID_7641,2020-01-22,2,2,11.92,4.92,7.24,14,1
TRID_54597,CID_8347,2020-03-26,5,3,27.36,6.17,2.11,5,1
TRID_62734,CID_14192,2020-02-20,7,3,11.76,7.43,6.23,13,0
TRID_4013,CID_14896,2020-01-24,20,2,27.44,4.29,6.56,11,1
TRID_68866,CID_13901,2020-02-23,4,4,32.64,8.63,4.29,8,1
TRID_35722,CID_13840,2020-01-05,8,3,10.64,8.0,6.83,14,0
TRID_4184,CID_5975,2020-03-28,4,3,8.32,6.52,6.72,15,1
TRID_22645,CID_10198,2020-03-07,3,3,9.68,7.38,6.67,13,1
TRID_26316,CID_11124,2020-01-02,3,3,12.0,7.46,4.61,11,0
TRID_51464,CID_6287,2020-03-17,6,4,10.72,9.81,9.3,16,0
TRID_68499,CID_13316,2020-01-28,7,3,8.4,6.25,9.01,16,0
TRID_36225,CID_6819,2020-01-29,5,3,8.08,7.12,6.3,13,0
TRID_888,CID_12386,2020-02-04,6,4,18.32,9.21,6.68,14,0
TRID_9867,CID_6061,2020-03-12,6,2,6.48,5.26,4.07,9,0
TRID_26730,CID_7725,2020-01-01,5,2,34.48,5.07,5.55,11,1
TRID_37710,CID_13907,2020-01-20,7,3,29.2,6.91,3.77,8,1
TRID_83605,CID_13177,2020-01-05,9,2,5.92,5.44,6.58,14,0
TRID_40911,CID_9995,2020-01-22,6,3,12.16,6.45,2.15,7,0
TRID_50643,CID_13190,2020-03-01,6,3,11.28,7.89,4.89,10,0
TRID_16,CID_9084,2020-01-01,2,2,8.16,5.95,8.19,16,0
TRID_56385,CID_8712,2020-01-08,3,2,8.08,5.25,3.43,7,1
TRID_33774,CID_12776,2020-01-31,5,3,15.12,6.12,9.3,18,0
TRID_53272,CID_8436,2020-01-08,7,3,15.36,6.59,6.89,14,0
TRID_10988,CID_14632,2020-01-27,13,4,9.52,9.07,5.04,11,1
TRID_8467,CID_14209,2020-01-15,4,4,25.44,8.15,6.73,13,0
TRID_83887,CID_8992,2020-01-18,4,2,9.2,5.39,4.6,10,0
TRID_88199,CID_6028,2020-03-31,3,3,11.04,6.13,2.8,7,0
TRID_81773,CID_5285,2020-01-07,5,1,5.36,3.4,5.97,10,0
TRID_50297,CID_12187,2020-01-23,6,5,20.24,11.55,3.76,9,0
TRID_84090,CID_9200,2020-03-07,4,3,10.48,7.73,6.43,13,1
TRID_30581,CID_12630,2020-01-24,4,3,14.72,6.13,7.89,15,0
TRID_7006,CID_9080,2020-01-04,4,4,11.6,9.19,9.67,18,0
TRID_45690,CID_5553,2020-02-23,5,3,15.28,6.84,5.71,11,0
TRID_64091,CID_8394,2020-03-17,3,3,13.6,7.54,5.01,11,0
TRID_79608,CID_11874,2020-02-28,6,1,15.04,3.6,6.61,14,0
TRID_28283,CID_11751,2020-02-29,6,4,20.88,8.33,5.35,11,0
TRID_34313,CID_12568,2020-02-09,3,3,8.0,6.78,3.0,8,1
TRID_72329,CID_12940,2020-02-20,2,1,7.84,3.92,7.78,15,0
TRID_95888,CID_6636,2020-01-11,7,3,19.92,7.44,6.43,14,1
TRID_49155,CID_14854,2020-01-14,9,3,15.28,7.11,5.35,11,0
TRID_2719,CID_7821,2020-01-11,7,4,13.04,8.26,3.45,7,0
TRID_33783,CID_5543,2020-03-02,3,2,11.6,5.31,3.8,8,0
TRID_74265,CID_6765,2020-03-05,6,4,10.16,8.52,3.85,8,0
TRID_160,CID_12382,2020-02-15,5,4,13.2,8.19,7.11,13,0
TRID_74155,CID_12007,2020-01-05,7,2,25.92,5.42,4.75,10,1
TRID_92502,CID_8973,2020-02-25,5,3,30.0,7.74,8.29,15,1
TRID_87583,CID_11310,2020-01-20,4,3,15.68,7.0,1.58,4,0
TRID_9686,CID_13899,2020-01-20,5,3,8.16,7.75,7.02,14,0
TRID_49590,CID_14511,2020-03-09,7,4,13.28,8.35,7.93,17,0
TRID_56713,CID_12909,2020-03-28,2,2,6.32,4.62,8.36,15,0
TRID_55392,CID_14412,2020-01-23,5,5,10.96,10.45,6.65,15,0
TRID_36945,CID_6647,2020-03-09,1,0,14.64,1.14,6.41,13,1
TRID_84156,CID_14705,2020-01-01,1,0,19.52,1.04,6.92,14,1
TRID_47032,CID_11598,2020-03-10,7,5,32.0,10.51,5.03,10,1
TRID_76473,CID_5593,2020-01-10,2,2,9.12,5.87,8.77,16,1
TRID_48585,CID_5024,2020-01-18,4,4,17.76,9.76,10.59,20,0
TRID_6303,CID_8004,2020-02-28,6,2,17.52,5.26,5.09,11,0
TRID_86416,CID_10015,2020-01-15,6,3,10.88,7.44,8.41,17,0
TRID_51244,CID_13364,2020-03-28,3,3,22.0,6.34,5.6,10,1
TRID_98610,CID_8664,2020-03-23,4,3,10.48,6.36,7.07,14,1
TRID_88951,CID_10909,2020-03-28,5,4,13.12,8.37,6.12,13,1
TRID_13149,CID_7109,2020-03-25,5,3,11.52,7.19,5.74,13,0
TRID_3058,CID_10870,2020-02-09,12,3,9.92,7.25,6.19,13,1
TRID_62592,CID_14444,2020-03-22,4,4,20.88,9.71,7.34,14,1
TRID_29353,CID_5422,2020-01-24,1,1,14.88,3.72,4.65,11,1
TRID_55922,CID_9310,2020-03-28,9,3,11.12,6.31,6.68,14,0
TRID_48861,CID_10093,2020-02-21,4,4,11.12,8.46,3.16,7,0
TRID_39261,CID_11535,2020-02-15,5,4,18.48,9.5,6.75,13,0
TRID_64295,CID_14610,2020-01-03,3,3,8.16,6.59,5.91,11,0
TRID_44642,CID_13045,2020-03-30,2,2,19.44,5.97,6.82,14,1
TRID_60696,CID_8813,2020-03-12,3,2,14.8,4.4,5.18,10,1
TRID_20370,CID_6529,2020-01-25,11,4,15.04,9.4,4.34,9,0
TRID_71465,CID_7456,2020-02-03,4,4,13.52,8.33,7.09,13,0
TRID_23609,CID_7234,2020-02-15,4,2,11.2,5.22,5.95,14,1
TRID_48005,CID_12217,2020-01-14,8,4,17.76,8.34,2.71,6,0
TRID_33650,CID_9143,2020-01-12,9,3,8.88,6.59,6.99,15,1
TRID_7232,CID_12775,2020-03-23,6,2,8.16,5.3,7.41,13,0
TRID_26330,CID_14247,2020-03-21,9,3,10.16,6.63,4.78,9,0
TRID_47532,CID_14173,2020-01-14,9,2,12.4,5.66,5.7,13,0
TRID_9753,CID_8954,2020-01-03,9,4,18.8,9.43,2.43,4,0
TRID_95834,CID_14459,2020-03-11,3,2,6.0,5.52,4.03,10,0
TRID_53041,CID_10300,2020-03-26,5,4,18.32,8.53,3.99,9,0
TRID_29791,CID_8634,2020-03-03,4,2,7.12,5.75,6.51,13,0
TRID_79980,CID_6025,2020-03-24,9,3,15.2,6.11,5.6,12,0
TRID_85978,CID_6255,2020-01-20,2,1,13.92,3.4,4.99,10,1
TRID_36452,CID_11598,2020-03-18,4,4,12.4,8.33,7.93,15,0
TRID_95326,CID_11659,2020-03-29,17,3,15.12,7.9,8.8,16,1
TRID_30160,CID_6257,2020-01-16,8,3,11.44,7.47,4.75,9,0
TRID_44822,CID_5031,2020-01-17,6,3,15.52,6.27,8.78,16,0
TRID_36988,CID_13075,2020-03-11,3,2,8.96,5.58,9.26,17,1
TRID_75400,CID_10043,2020-03-18,4,3,17.12,6.28,6.76,11,0
TRID_31316,CID_5484,2020-02-06,5,4,8.96,8.71,8.25,17,1
TRID_87848,CID_13680,2020-03-07,8,3,9.68,7.08,3.98,7,0
TRID_87451,CID_14561,2020-02-25,3,3,8.48,6.54,4.0,8,1
TRID_87528,CID_6259,2020-01-17,4,2,8.56,5.68,5.01,11,1
TRID_72864,CID_13670,2020-03-07,5,3,6.72,6.18,1.93,4,0
TRID_61780,CID_5244,2020-02-24,3,2,12.24,4.66,3.65,8,0
TRID_87270,CID_5608,2020-01-26,5,1,9.04,3.55,6.11,14,0
TRID_58602,CID_10059,2020-01-04,5,4,13.44,9.26,4.13,9,0
TRID_46691,CID_9900,2020-02-26,6,3,8.72,6.32,4.06,9,0
TRID_32053,CID_13333,2020-03-16,3,3,12.24,6.97,8.65,18,1
TRID_60066,CID_9745,2020-03-14,5,3,6.8,6.04,5.51,12,0
TRID_66226,CID_6789,2020-01-21,8,2,6.64,4.85,3.2,7,0
TRID_52626,CID_14529,2020-02-12,6,3,9.84,6.71,4.75,11,1
TRID_14136,CID_5953,2020-03-08,13,5,36.48,10.82,7.51,15,1
TRID_95019,CID_14463,2020-02-16,9,3,16.88,6.38,7.96,16,0
TRID_76927,CID_6886,2020-02-10,8,4,15.84,8.06,9.55,17,0
TRID_31808,CID_9106,2020-01-06,4,3,23.36,6.11,6.4,12,0
TRID_17942,CID_7368,2020-03-24,2,2,6.88,5.54,8.09,15,0
TRID_23878,CID_7453,2020-02-07,2,1,9.6,3.63,7.51,15,1
TRID_94401,CID_6332,2020-01-11,6,4,17.92,8.67,6.61,12,0
TRID_79733,CID_10899,2020-01-06,4,3,16.64,6.64,4.11,10,0
TRID_5898,CID_9050,2020-01-01,7,3,20.0,6.75,5.99,13,0
TRID_62797,CID_5889,2020-01-09,3,3,10.72,6.93,8.0,14,1
TRID_70625,CID_12228,2020-02-04,5,3,22.56,7.85,6.63,14,0
TRID_63361,CID_5019,2020-01-05,2,2,9.68,5.58,7.57,15,1
TRID_5910,CID_8513,2020-02-17,7,3,24.72,6.64,9.21,16,1
TRID_47023,CID_11654,2020-02-27,11,3,14.16,7.44,4.76,11,1
TRID_87982,CID_12056,2020-02-28,5,2,18.72,5.21,6.13,11,0
TRID_46720,CID_13989,2020-01-27,4,3,12.08,6.68,3.83,7,1
TRID_65072,CID_9980,2020-03-14,7,2,8.48,4.53,6.03,12,0
TRID_36475,CID_11672,2020-03-21,6,2,11.76,4.74,8.18,15,0
TRID_13846,CID_8114,2020-01-15,12,2,11.44,5.08,4.78,10,1
TRID_39704,CID_10996,2020-02-28,3,3,12.16,6.96,6.25,12,0
TRID_59470,CID_10920,2020-03-23,7,2,6.32,5.19,7.68,14,1
TRID_54685,CID_7493,2020-03-29,4,3,7.76,7.13,7.6,15,0
TRID_73134,CID_7024,2020-01-10,2,2,11.04,4.53,4.32,9,0
TRID_70691,CID_14592,2020-03-09,3,3,10.32,6.74,7.45,15,1
TRID_18584,CID_11069,2020-02-27,7,2,27.44,4.98,8.6,16,0
TRID_429,CID_14927,2020-01-06,2,2,6.32,5.78,6.44,14,0
TRID_22813,CID_14793,2020-02-09,8,2,19.44,4.61,4.82,12,0
TRID_24870,CID_5749,2020-03-03,11,2,13.2,5.91,9.12,19,1
TRID_76340,CID_11461,2020-03-17,5,3,9.04,6.04,5.59,11,0
TRID_82756,CID_11106,2020-01-13,9,4,8.8,8.6,5.69,11,0
TRID_91351,CID_11858,2020-02-05,6,3,11.28,7.11,5.63,12,0
TRID_3702,CID_5889,2020-02-14,4,4,10.0,9.26,8.92,18,0
TRID_26905,CID_14251,2020-02-08,5,4,10.72,8.28,4.34,10,1
TRID_30545,CID_13653,2020-02-07,8,3,6.96,6.05,5.58,11,0
TRID_7921,CID_10729,2020-03-07,2,2,9.36,4.12,5.81,12,0
TRID_39844,CID_13051,2020-02-21,10,4,13.76,8.69,3.21,7,0
TRID_41783,CID_12500,2020-03-29,4,4,8.64,8.44,4.04,10,0
TRID_49146,CID_10639,2020-01-10,14,5,16.72,11.26,8.49,16,1
TRID_10716,CID_14993,2020-03-23,7,3,24.0,7.86,3.77,9,0
TRID_90762,CID_14273,2020-03-12,4,4,18.56,9.28,5.97,11,0
TRID_18626,CID_8229,2020-01-13,6,3,7.36,7.34,8.42,17,0
TRID_88069,CID_9412,2020-01-04,18,6,18.4,12.04,7.58,14,1
TRID_18033,CID_6863,2020-01-05,3,3,10.72,6.29,7.3,15,0
TRID_24032,CID_14064,2020-02-06,5,3,10.64,7.91,5.58,10,0
TRID_24173,CID_6744,2020-02-02,3,2,8.88,5.67,8.98,18,0
TRID_87558,CID_12233,2020-03-06,4,3,9.36,6.33,6.23,14,1
TRID_64188,CID_10236,2020-01-17,6,2,13.04,5.85,4.27,11,0
TRID_544,CID_5304,2020-03-13,4,3,37.6,6.94,5.86,11,1
TRID_70774,CID_8303,2020-02-07,5,4,15.52,8.96,3.77,7,0
TRID_59866,CID_5953,2020-01-06,5,3,14.0,7.64,7.72,16,1
TRID_54407,CID_7067,2020-01-25,5,2,9.2,5.32,6.08,12,0
TRID_40973,CID_13278,2020-03-06,11,3,9.44,6.99,6.07,11,1
TRID_13524,CID_9313,2020-03-16,3,3,10.8,7.5,8.84,17,1
TRID_11022,CID_14531,2020-01-04,4,3,19.04,6.34,8.24,16,0
TRID_34394,CID_13578,2020-01-30,2,2,25.2,4.26,3.24,8,1
TRID_92681,CID_11751,2020-03-13,2,2,13.84,4.0,3.05,7,1
TRID_97477,CID_10319,2020-02-21,6,4,29.52,8.98,3.7,8,1
TRID_57547,CID_11268,2020-02-04,4,4,10.32,8.34,4.72,9,0
TRID_87322,CID_11518,2020-01-19,7,3,20.16,6.21,7.28,15,0
TRID_14113,CID_6545,2020-03-05,9,3,15.92,6.44,7.09,16,0
TRID_8249,CID_11548,2020-01-20,6,5,14.0,10.44,7.63,15,0
TRID_50930,CID_9230,2020-03-10,7,4,17.76,8.41,2.51,4,0
TRID_22308,CID_13553,2020-03-08,5,3,8.8,6.49,5.05,10,0
TRID_93892,CID_13767,2020-01-05,6,5,20.08,10.49,1.74,4,0
TRID_97881,CID_11535,2020-01-10,2,1,4.48,3.19,3.94,7,0
TRID_65930,CID_10765,2020-01-01,6,3,7.68,6.69,8.43,17,0
TRID_23860,CID_6930,2020-03-07,5,3,11.68,7.04,5.25,10,0
TRID_29928,CID_11877,2020-03-27,6,3,16.4,7.82,5.76,11,0
TRID_62600,CID_6787,2020-01-16,4,3,17.04,6.64,5.2,10,0
TRID_32771,CID_7085,2020-01-28,4,4,12.08,8.62,2.58,6,0
TRID_42777,CID_6646,2020-03-09,8,6,16.8,12.66,3.57,6,0
TRID_10141,CID_12647,2020-03-15,9,4,20.96,8.89,1.2,4,0
TRID_25052,CID_8385,2020-03-16,6,3,7.04,6.47,6.55,13,0
TRID_84709,CID_6006,2020-03-21,3,3,11.76,6.21,8.43,15,0
TRID_96076,CID_6025,2020-02-01,6,2,6.48,5.47,4.22,10,0
TRID_87942,CID_7894,2020-01-27,5,3,14.0,6.04,4.58,9,0
TRID_15584,CID_6633,2020-03-26,4,2,5.52,4.61,4.51,9,0
TRID_10978,CID_9580,2020-03-06,5,3,8.4,7.77,4.55,9,0
TRID_50034,CID_8772,2020-03-08,6,3,16.32,6.53,4.63,10,0
TRID_27518,CID_13436,2020-02-23,4,3,14.48,6.4,8.24,16,0
TRID_63350,CID_5712,2020-02-05,6,3,10.24,6.98,3.93,8,0
TRID_84246,CID_6883,2020-02-09,5,4,8.88,8.53,4.87,11,0
TRID_18062,CID_8706,2020-01-30,4,2,9.28,5.62,7.03,14,0
TRID_8207,CID_10180,2020-01-29,3,1,6.48,3.1,4.59,10,0
TRID_97436,CID_8889,2020-01-01,5,2,7.36,4.9,7.43,15,0
TRID_60784,CID_5543,2020-02-19,6,2,8.8,5.91,6.28,12,0
TRID_6045,CID_6812,2020-03-14,6,4,17.04,8.97,6.66,12,0
TRID_5882,CID_5387,2020-03-05,4,4,13.04,9.61,3.94,8,0
TRID_16765,CID_5534,2020-03-04,4,4,11.2,8.08,6.5,14,0
TRID_43930,CID_8106,2020-02-17,4,3,6.72,6.39,2.53,6,0
TRID_21961,CID_10402,2020-01-28,3,2,13.12,5.7,7.97,16,0
TRID_45801,CID_8025,2020-03-06,8,3,18.56,7.66,7.51,16,0
TRID_5127,CID_7028,2020-01-06,7,4,12.4,9.08,4.63,11,0
TRID_74317,CID_9223,2020-03-29,4,3,11.68,6.73,4.3,9,0
TRID_18057,CID_8689,2020-01-24,8,4,17.12,9.23,5.76,12,0
TRID_88095,CID_11136,2020-01-28,8,2,20.24,4.11,4.68,9,0
TRID_74548,CID_9900,2020-01-02,3,3,21.76,7.85,4.83,10,0
TRID_19370,CID_6204,2020-01-15,3,3,11.76,7.51,5.46,11,0
TRID_5211,CID_13437,2020-02-12,2,2,12.72,5.16,7.02,14,0
TRID_22038,CID_12154,2020-02-29,3,3,13.6,7.6,5.93,14,0
TRID_89103,CID_14500,2020-02-05,3,3,12.64,7.76,5.13,11,0
TRID_81355,CID_10786,2020-03-19,6,4,11.36,8.72,4.58,10,0
TRID_44235,CID_11697,2020-03-17,5,2,6.48,5.66,6.58,14,0
TRID_41164,CID_12815,2020-03-27,6,6,20.56,12.47,6.71,14,0
TRID_4804,CID_14810,2020-02-24,4,4,12.08,9.18,4.99,10,0
TRID_31019,CID_9418,2020-01-28,6,4,22.08,9.41,5.4,10,0
TRID_89635,CID_7040,2020-02-28,3,2,6.96,5.51,3.87,8,0
TRID_57309,CID_8742,2020-03-11,4,3,14.24,7.07,4.87,11,0
TRID_30838,CID_12411,2020-03-14,5,3,11.52,7.25,2.35,5,0
TRID_1018,CID_5720,2020-03-02,5,2,12.08,5.62,7.23,15,0
TRID_68146,CID_10402,2020-01-25,3,2,12.48,5.62,6.56,12,0
TRID_22706,CID_9588,2020-02-27,6,4,17.28,9.55,6.59,12,0
TRID_80590,CID_7024,2020-01-17,4,4,10.8,8.48,4.17,8,0
TRID_58959,CID_11002,2020-03-13,4,3,17.84,7.1,4.26,9,0
TRID_24078,CID_5869,2020-03-10,5,2,24.48,4.03,7.26,14,0
TRID_86270,CID_11914,2020-01-06,4,3,19.12,6.89,3.97,8,0
TRID_3363,CID_14271,2020-01-22,5,2,7.92,5.32,6.66,13,0
TRID_79030,CID_12498,2020-02-10,4,2,5.76,5.67,5.37,9,0
TRID_35825,CID_14632,2020-03-08,7,2,4.64,4.48,4.11,8,0
TRID_64267,CID_11491,2020-03-12,7,3,16.24,6.34,3.2,7,0
TRID_55363,CID_13369,2020-02-23,8,1,9.52,2.98,4.57,10,0
TRID_41837,CID_13527,2020-01-11,3,3,8.64,7.26,6.84,14,0
TRID_68333,CID_8635,2020-03-04,2,2,6.0,5.0,8.86,17,0
TRID_48374,CID_12538,2020-02-17,4,3,26.4,6.5,4.94,11,0
TRID_68688,CID_13711,2020-03-31,8,1,10.88,3.43,5.06,12,0
TRID_42316,CID_7140,2020-01-14,4,3,9.44,6.58,6.1,13,0
TRID_1687,CID_8408,2020-01-28,6,3,19.2,6.46,3.44,8,0
TRID_8461,CID_8569,2020-01-23,5,3,8.64,6.01,6.04,13,0
TRID_15808,CID_6435,2020-03-10,3,3,14.72,7.52,7.11,14,0
TRID_33538,CID_12379,2020-02-09,4,2,13.28,5.61,3.68,9,0
TRID_70964,CID_7672,2020-01-17,5,3,23.44,7.69,4.81,9,0
TRID_81825,CID_12999,2020-03-26,3,3,13.92,7.23,9.18,18,0
TRID_47064,CID_13060,2020-03-12,5,4,18.72,9.39,4.0,9,0
TRID_53431,CID_9776,2020-03-16,4,3,8.72,6.33,2.81,5,0
TRID_92000,CID_13513,2020-01-13,4,3,10.56,6.05,8.2,16,0
TRID_76082,CID_14581,2020-01-25,4,4,25.36,8.57,7.38,14,0
TRID_93280,CID_10979,2020-03-11,4,2,24.32,5.77,1.94,4,0
TRID_70987,CID_13123,2020-01-10,4,3,12.16,6.79,4.9,10,0
TRID_77111,CID_8077,2020-03-24,6,3,20.88,6.6,8.8,16,0
TRID_9382,CID_12161,2020-02-26,2,2,14.0,5.36,5.77,11,0
TRID_97966,CID_11066,2020-03-30,6,4,19.52,9.76,7.4,14,0
TRID_52703,CID_13513,2020-02-02,6,4,15.44,8.04,7.1,13,0
TRID_57789,CID_10709,2020-02-27,3,2,10.16,5.59,4.85,12,0
TRID_75494,CID_7725,2020-02-05,3,2,11.92,5.98,7.74,15,0
TRID_11928,CID_13168,2020-01-27,7,2,14.96,5.24,7.26,14,0
TRID_34724,CID_5010,2020-02-17,7,2,21.92,5.59,4.59,10,0
TRID_41194,CID_11160,2020-01-20,6,3,16.64,6.5,6.95,13,0
TRID_38916,CID_13626,2020-03-19,3,3,10.72,6.61,8.29,15,0
TRID_46769,CID_12437,2020-02-22,7,5,16.08,10.06,4.93,11,0
TRID_85678,CID_12389,2020-01-20,4,4,14.16,9.49,5.21,11,0
TRID_32130,CID_7655,2020-01-06,7,4,12.8,9.9,5.42,11,0
TRID_31788,CID_8918,2020-01-19,6,4,12.72,8.84,5.27,11,0
TRID_61422,CID_5571,2020-03-29,4,2,10.4,5.38,8.41,17,0
TRID_63867,CID_8302,2020-02-09,4,4,14.56,9.02,1.57,4,0
TRID_42149,CID_8630,2020-03-18,7,3,11.04,6.58,8.84,17,0
TRID_17349,CID_9316,2020-01-13,3,2,16.16,5.26,2.69,7,0
TRID_14589,CID_6114,2020-01-20,6,4,12.88,8.72,5.59,11,0
TRID_49279,CID_5490,2020-01-23,7,4,9.12,8.32,3.63,7,0
TRID_54529,CID_14261,2020-01-29,2,2,22.64,5.48,5.33,9,0
TRID_42072,CID_13370,2020-01-22,4,3,20.72,6.49,8.19,15,0
TRID_44048,CID_8196,2020-03-19,6,3,9.92,6.73,4.79,10,0
TRID_74692,CID_6972,2020-01-03,8,3,10.88,7.17,2.85,7,0
TRID_92488,CID_10154,2020-03-31,10,2,16.88,4.45,7.65,14,0
TRID_8713,CID_8631,2020-02-04,5,5,11.68,10.74,4.2,9,0
TRID_88450,CID_9865,2020-03-14,7,2,11.04,5.51,4.19,8,0
TRID_44302,CID_7014,2020-03-06,5,4,28.24,8.7,1.3,4,0
TRID_39184,CID_12395,2020-02-26,5,2,8.08,4.67,5.41,10,0
TRID_1653,CID_14372,2020-03-29,7,1,15.52,3.91,5.04,11,0
TRID_37836,CID_8576,2020-03-03,2,2,22.88,5.62,8.15,17,0
TRID_70846,CID_7144,2020-02-01,5,2,17.68,4.22,6.56,12,0
TRID_84755,CID_7896,2020-02-29,3,3,7.6,7.49,6.53,12,0
TRID_65458,CID_14820,2020-03-23,12,2,10.96,5.85,5.71,12,0
TRID_28135,CID_12367,2020-02-14,6,2,14.32,5.25,4.2,9,0
TRID_95583,CID_6501,2020-03-18,7,3,8.08,6.34,5.89,12,0
TRID_85253,CID_8088,2020-02-25,5,1,2.8,2.49,7.58,14,0
TRID_52717,CID_11005,2020-01-03,4,4,12.32,9.47,6.43,13,0
TRID_49338,CID_13767,2020-01-04,4,3,19.28,6.48,6.71,12,0
TRID_66503,CID_7234,2020-03-15,5,5,18.72,11.65,4.96,9,0
TRID_22929,CID_12188,2020-01-14,4,4,12.24,8.5,5.44,13,0
